
#;NAME;P0;P1;BINARY;ASSOC;PSR;
;;(s);;(type);;TYPE;
2142;J1818-1541;0.551134;9.67e-15;*;*;*;
2143;J1818-1556;0.952709;7.06e-16;*;*;*;
2144;J1818-1607;1.363492;4.18e-11;*;XRS:[bs20],XRS:[erb+20];AXP[esy+20],HE[kdk+20];
2145;J1819+1305;1.060364;3.59e-16;*;*;*;
2146;J1819-0925;0.852047;3.13e-15;*;*;*;
2147;J1819-1008;0.301490;1.32e-15;*;*;*;
2148;J1819-1114;0.294163;5.66e-16;*;*;*;
2149;J1819-1131;1.388137;7.61e-16;*;*;*;
2150;J1819-1318;1.515696;5.97e-16;*;*;*;
2151;J1819-1408;1.788490;2.59e-15;*;*;*;
2152;J1819-1458;4.263213;5.63e-13;*;XRS:CXOU_J181939.1-145804[mrg+07],OPT:2M;RRAT,HE;
2153;J1819-1510;0.226539;7.85e-18;*;*;*;
2154;J1819-17;2.352135;*;*;*;*;
2155;J1819-1717;0.393522;3.45e-15;*;*;*;
2156;J1819-37;0.632000;*;*;*;*;
2157;B1818-04;0.598082;6.33e-15;*;*;*;
2158;J1820-0509;0.337321;9.32e-16;*;*;*;
2159;B1817-13;0.921460;4.50e-15;*;*;*;
2160;J1820-1529;0.333254;3.79e-14;*;*;*;
2161;B1817-18;0.309905;9.36e-17;*;*;*;
2162;J1821+0155;0.033781;2.90e-20;*;*;*;
2163;J1821+1715;1.366682;8.71e-16;*;*;*;
2164;J1821+4147;1.261857;1.73e-15;*;*;*;
2165;J1821-0256;0.414111;3.72e-17;*;*;*;
2166;J1821-0331;0.902316;2.53e-15;*;*;*;
2167;J1821-1419;1.656010;8.95e-13;*;*;*;
2168;J1821-1432;1.915131;5.37e-15;*;*;*;
2169;J1822+02;1.508000;*;*;*;*;
2170;J1822+0705;1.362817;1.75e-15;*;*;*;
2171;J1822+1120;1.787037;2.35e-15;*;*;*;
2172;J1822+2617;0.591418;7.98e-16;*;*;*;
2173;J1822-0719;0.499076;1.90e-17;*;*;*;
2174;J1822-0848;0.834839;1.35e-16;BT;*;*;
2175;J1822-0902;0.148895;1.78e-14;*;*;*;
2176;J1822-0907;0.974700;3.55e-16;*;*;*;
2177;J1822-1252;2.071040;8.48e-14;*;*;*;
2178;B1820-14;0.214771;9.07e-16;*;*;*;
2179;J1822-1604;8.437721;2.14e-14;*;XRS:SGR_J1822-1606;AXP,NRAD;
2180;J1822-1617;0.831156;1.89e-15;*;*;*;
2181;B1819-22;1.874269;1.35e-15;*;*;*;
2182;J1822-4209;0.456512;4.59e-16;*;*;*;
2183;B1821+05;0.752907;2.27e-16;*;*;*;
2184;J1823-0154;0.759777;1.13e-15;*;*;*;
2185;B1820-11;0.279829;1.38e-15;BT;*;*;
2186;J1823-1126;1.846534;3.65e-14;*;*;*;
2187;J1823-1347;0.617107;9.60e-15;*;*;*;
2188;J1823-1526;1.625405;4.52e-15;*;*;*;
2189;J1823-1807;1.636792;2.79e-16;*;*;*;
2190;B1820-30A;0.005440;3.38e-18;*;GRS:4FGL_J1823.5-3020[aab+22],GC:NGC6624;HE[faa+11];
2191;B1820-30B;0.378596;2.99e-17;*;GC:NGC6624;*;
2192;J1823-3021C;0.405936;2.24e-16;*;GC:NGC6624;*;
2193;J1823-3021D;0.003020;*;*;GC:NGC6624;*;
2194;J1823-3021E;0.004394;*;*;GC:NGC6624;*;
2195;J1823-3021F;0.004850;*;*;GC:NGC6624;*;
2196;J1823-3021G;0.006091;-1.78e-20;DD;GC:NGC6624;*;
2197;J1823-3021H;0.005130;*;*;GC:NGC6624;*;
2198;B1820-31;0.284054;2.93e-15;*;*;*;
2199;J1823-3543;0.002425;*;ELL1;GRS:4FGL_J1823.8-3544[aab+22];NRAD[aab+22];
2200;J1824+1014;0.004066;5.37e-21;DD;GRS:4FGL_J1824.1+1013[aab+22];HE[drc+21];
2201;J1824-0127;2.499470;3.91e-15;*;*;*;
2202;J1824-0132;0.223729;2.82e-17;*;*;*;
2203;J1824-0621;0.003233;9.14e-21;ELL1;*;*;
2204;B1821-11;0.435759;3.55e-15;*;*;*;
2205;J1824-1159;0.362492;5.38e-15;*;*;*;
2206;J1824-1350;1.396599;6.07e-16;*;*;*;
2207;J1824-1423;0.359394;3.92e-16;*;*;*;
2208;J1824-1500;0.412230;7.58e-16;*;*;*;
2209;B1821-19;0.189337;5.24e-15;*;*;*;
2210;J1824-2233;1.161743;3.01e-16;*;*;*;
2211;J1824-2328;1.505875;1.74e-15;*;*;*;
2212;B1821-24A;0.003054;1.62e-18;*;GC:M28(NGC6626),GRS:4FGL_J1824.6-2452[aa;HE[skk+97],HE[bvs+11];
2213;J1824-2452B;0.006547;*;*;GC:M28(NGC6626);*;
2214;J1824-2452C;0.004159;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
2215;J1824-2452D;0.079832;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
2216;J1824-2452E;0.005420;*;*;GC:M28(NGC6626),XRS:(?)[bvs+11];*;
2217;J1824-2452F;0.002451;*;*;GC:M28(NGC6626),XRS:[bvs+11];*;
2218;J1824-2452G;0.005909;*;BT;GC:M28(NGC6626),XRS:(?)[bvs+11];*;
2219;J1824-2452H;0.004629;*;BT;GC:M28(NGC6626),OPT:COM-M28H[pdf+10],XRS;*;
2220;J1824-2452I;0.003932;0.00e+00;BT;GC:M28(NGC6626),XRS:IGR_J18245-2452[pfb+;HE;
2221;J1824-2452J;0.004039;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
2222;J1824-2452K;0.004461;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
2223;J1824-2452L;0.004100;*;BT;GC:M28(NGC6626);*;
2224;J1824-2452M;0.004784;1.23e-19;ELL1;GC:M28(NGC6626)[dpr+22];*;
2225;J1824-2452N;0.003353;1.59e-19;ELL1;GC:M28(NGC6626)[dpr+22];*;
2226;J1824-2537;0.223320;4.40e-16;*;*;*;
2227;B1822+00;0.778949;8.76e-16;*;*;*;
2228;J1825-0319;0.004554;6.80e-21;BT;*;*;
2229;B1822-09;0.769021;5.24e-14;*;XRS:[pb15];*;
2230;J1825-1108;1.925872;1.90e-15;*;*;*;
2231;B1822-14;0.279198;2.27e-14;*;*;*;
2232;J1825-31;2.382000;*;*;*;*;
2233;J1825-33;1.271200;*;*;*;RRAT;
2234;B1823-11;2.093136;4.91e-15;*;*;*;
2235;J1826-1256;0.110239;1.21e-13;*;GRS:4FGL_J1826.1-1256[aab+22],XRS:AXJ182;NRAD;
2236;B1823-13;0.101487;7.53e-14;*;GRS:J1825-137[aab+06],XRS:G18.0-0.7[gsk+;HE;
2237;J1826-1419;0.770620;8.78e-15;*;*;RRAT;
2238;J1826-1526;0.382073;1.08e-15;*;*;*;
2239;J1826-2415;0.004696;1.74e-20;*;*;*;
2240;J1827-0750;0.270502;1.54e-15;*;*;*;
2241;J1827-0849;0.002242;1.10e-20;*;GRS:4FGL_J1827.6-0849[aab+22];NRAD[frm+18];
2242;J1827-0934;0.512548;7.23e-15;*;*;*;
2243;B1824-10;0.245757;1.00e-15;*;*;*;
2244;J1827-1446;0.499187;4.53e-14;*;GRS:4FGL_J1827.4-1445[aab+22];NRAD[aab+22];
2245;J1828+0625;0.003628;4.70e-21;DDH;*;*;
2246;J1828+1221;1.528295;1.75e-15;*;*;*;
2247;J1828+1359;0.741640;7.29e-16;*;*;*;
2248;J1828-0003g;*;*;*;*;RRAT[zhx+23];
2249;J1828-0038g;2.426000;*;*;*;RRAT[zhx+23];
2250;J1828-0611;0.269415;1.46e-15;*;*;*;
2251;J1828-1007;0.153197;6.13e-16;*;*;*;
2252;J1828-1057;0.246333;2.07e-14;*;*;*;
2253;J1828-1101;0.072057;1.48e-14;*;GRS:4FGL_J1828.4-1059[aab+22];HE[mhl+02],HE[aab+22];
2254;J1828-1336;0.860332;9.92e-16;*;*;*;
2255;J1828-2119;0.514523;1.27e-15;*;*;*;
2256;J1829+0000;0.199147;5.25e-16;*;*;*;
2257;J1829+2456;0.041010;5.25e-20;BT;*;*;
2258;J1829+25;2.857000;*;*;*;*;
2259;J1829-0734;0.318401;4.79e-15;*;*;*;
2260;J1829-1011;0.829166;-5.00e-18;*;*;*;
2261;B1826-17;0.307133;5.55e-15;*;*;*;
2262;J1830-0052;0.345698;2.37e-16;*;*;*;
2263;J1830-0131;0.152512;2.11e-15;*;*;*;
2264;J1830-10;0.245260;*;*;*;*;
2265;B1828-11;0.405073;5.99e-14;*;*;*;
2266;J1830-1135;6.221553;4.77e-14;*;*;*;
2267;J1830-1313;0.747188;1.71e-15;*;*;*;
2268;J1830-1414;0.771493;7.62e-17;*;*;*;
2269;J1831-04;1.065578;*;*;*;*;
2270;J1831-0823;0.612133;3.09e-16;*;*;*;
2271;J1831-0952;0.067267;8.32e-15;*;GRS:4FGL_J1830.8-0947[aab+22];HE[lfl+06],HE[aab+22];
2272;J1831-1223;2.857941;5.47e-15;*;*;*;
2273;J1831-1329;2.165679;2.99e-15;*;*;*;
2274;J1831-1423;0.507945;1.09e-15;*;*;*;
2275;J1832+0029;0.533918;1.55e-15;*;*;*;
2276;J1832+27;0.631800;*;*;*;*;
2277;J1832-0644;0.744295;3.71e-14;*;*;*;
2278;B1829-08;0.647326;6.39e-14;*;*;*;
2279;J1832-0836;0.002719;8.27e-21;*;XRS:[pb15];*;
2280;B1829-10;0.330354;4.20e-15;*;*;*;
2281;J1832-28;0.199300;*;*;*;*;
2282;J1833-0209;0.291931;2.75e-15;*;*;*;
2283;B1831-03;0.686733;4.16e-14;*;*;*;
2284;J1833-0556;1.521545;1.27e-15;*;*;*;
2285;J1833-0559;0.483459;1.23e-14;*;*;*;
2286;B1830-08;0.085288;9.18e-15;*;XRS:PWN[eit+11];*;
2287;J1833-0831;7.565408;3.43e-12;*;XRS:SGR_1833-0832;AXP,NRAD;
2288;J1833-1034;0.061884;2.02e-13;*;GRS:4FGL_J1833.5-1033[aab+22],SNR:G21.5-;HE;
2289;J1833-1055;0.633640;5.27e-16;*;*;*;
2290;J1833-3840;0.001866;1.77e-20;ELL1;GRS:4FGL_J1833.0-3840[aab+22];HE[aab+22];
2291;B1828-60;1.889436;2.70e-16;*;*;*;
2292;J1834+10;1.172719;*;*;*;*;
2293;B1831-00;0.520954;1.05e-17;ELL1;*;*;
2294;J1834-0031;0.329532;4.49e-16;*;*;*;
2295;B1831-04;0.290108;7.19e-17;*;*;*;
2296;J1834-0602;0.487914;1.83e-15;*;*;*;
2297;J1834-0633;0.317315;6.04e-16;*;*;*;
2298;J1834-0731;0.512995;5.82e-14;*;*;*;
2299;J1834-0742;0.788354;3.25e-14;*;*;*;
2300;J1834-0812;0.491142;9.96e-15;*;*;*;
2301;J1834-0845;2.482302;7.96e-12;*;XRS:CXOU_J183452.1-084556,SNR:W41(?),GRS;AXP,NRAD;
2302;J1834-09;0.512327;*;*;*;*;
2303;J1834-1202;0.610259;6.74e-18;*;*;*;
2304;J1834-1710;0.358306;4.69e-17;*;*;*;
2305;J1834-1855;1.465656;1.93e-15;*;*;*;
2306;J1835-0114;0.005116;7.00e-21;BT;*;*;
2307;J1835-0349;0.841865;3.06e-15;*;*;*;
2308;J1835-0522;1.087749;4.73e-16;*;*;*;
2309;J1835-0600;2.221787;8.43e-15;*;*;*;
2310;B1832-06;0.305830;4.05e-14;*;*;*;
2311;J1835-0847;0.846494;4.85e-16;*;*;*;
2312;J1835-0924;0.859192;2.14e-14;*;*;*;
2313;J1835-09242;0.235249;1.18e-17;*;*;*;
2314;J1835-0928;0.621734;9.69e-16;*;*;*;
2315;J1835-0944;0.145347;4.38e-15;*;*;*;
2316;J1835-0946;0.379536;4.32e-17;*;*;*;
2317;J1835-1020;0.302450;5.92e-15;*;*;*;
2318;J1835-1106;0.165918;2.06e-14;*;*;*;
2319;J1835-1548;0.670486;1.74e-15;*;*;*;
2320;J1835-3259A;0.003889;*;*;GC:NGC6652[drr11];*;
2321;J1835-3259B;0.001830;4.34e-20;ELL1;GC:NGC6652[grf+22];HE[zxw22];
2322;J1836+0915;0.541178;1.46e-17;*;*;*;
2323;J1836+51;0.692000;*;*;*;*;
2324;J1836+5925;0.173264;1.50e-15;*;GRS:4FGL_J1836.2+5925[aab+22],XRS:RX_J18;XINS,NRAD[aab+22];
2325;B1834-04;0.354237;1.66e-15;*;*;*;
2326;J1836-0517;0.457245;1.30e-15;*;*;*;
2327;B1834-10;0.562711;1.18e-14;*;*;*;
2328;J1836-11;0.496193;*;*;*;*;
2329;J1836-1324;0.178756;1.04e-15;*;*;*;
2330;J1836-2354A;0.003354;2.32e-21;BT;GC:M22(NGC6656);*;
2331;J1836-2354B;0.003232;-4.80e-22;*;GC:M22(NGC6656);*;
2332;J1837+0033g;0.418140;*;*;*;*;
2333;J1837+0053;0.473513;3.77e-17;*;*;*;
2334;J1837+1221;1.963532;6.20e-15;*;*;*;
2335;J1837-0045;0.617037;1.68e-15;*;*;*;
2336;J1837-0219;0.272349;2.19e-15;*;*;*;
2337;J1837-0559;0.201064;3.31e-15;*;*;*;
2338;J1837-0604;0.096313;4.49e-14;*;GRS:4FGL_J1837.8-0604[saa+23];HE[lsg+15];
2339;B1834-06;1.905809;7.72e-16;*;*;*;
2340;J1837-0822;1.099196;1.21e-16;BT;*;*;
2341;J1837-1243;1.876019;3.65e-14;*;*;*;
2342;J1837-1837;0.618358;5.50e-15;*;*;*;
2343;J1838+0022g;0.005090;*;*;*;*;
2344;J1838+0027g;0.054130;*;*;*;*;
2345;J1838+0044g;2.203170;*;*;*;*;
2346;J1838+1523;0.549161;2.03e-17;*;*;*;
2347;J1838+1650;1.901967;2.68e-15;*;*;*;
2348;J1838+50;2.577223;*;*;*;RRAT[gac+21];
2349;J1838-01;0.183295;*;*;*;*;
2350;J1838-0107;0.444426;5.46e-18;*;*;*;
2351;J1838-0453;0.380866;1.16e-13;*;*;*;
2352;J1838-0537;0.145754;4.51e-13;*;GRS:4FGL_J1838.9-0537[aab+22];NRAD[aab+22];
2353;J1838-0549;0.235311;3.34e-14;*;*;*;
2354;J1838-0624;0.927178;7.74e-17;*;*;*;
2355;J1838-0655;0.070498;4.92e-14;*;XRS:AX_J1838.0-0655,GRS:HESS_J1837-069;NRAD;
2356;J1838-1046;1.218354;3.08e-15;*;*;*;
2357;J1838-1849;0.488242;4.00e-17;*;*;*;
2358;J1839-0141;0.933266;5.94e-15;*;*;RRAT;
2359;J1839-0223;1.266790;4.76e-15;*;*;*;
2360;J1839-0321;0.238782;1.25e-14;*;*;*;
2361;J1839-0332;2.675682;4.76e-15;*;*;*;
2362;J1839-0402;0.520940;7.69e-15;*;*;*;
2363;J1839-0436;0.149461;8.10e-16;*;*;*;
2364;J1839-0459;0.585319;3.31e-15;*;*;*;
2365;J1839-0627;0.484914;1.32e-16;*;*;*;
2366;J1839-0643;0.449548;3.64e-15;*;*;*;
2367;J1839-0905;0.418975;2.60e-14;*;*;*;
2368;J1839-1238;1.911428;4.95e-15;*;*;*;
2369;J1840+0012g;0.005340;*;*;*;*;
2370;J1840+0214;0.797478;8.29e-15;*;*;*;
2371;B1839+56;1.652862;1.49e-15;*;*;*;
2372;J1840-0245g;1.502000;*;*;*;RRAT[zhx+23];
2373;J1840-0445;0.422316;1.13e-14;*;*;*;
2374;J1840-0559;0.859368;9.60e-15;*;*;*;
2375;J1840-0626;1.893353;2.30e-14;*;*;*;
2376;J1840-0643;0.035578;9.54e-20;BT;*;*;
2377;J1840-0753;0.437869;1.00e-16;*;*;*;
2378;J1840-0809;0.955673;2.35e-15;*;*;*;
2379;J1840-0815;1.096441;2.43e-15;*;*;*;
2380;J1840-0840;5.309377;2.37e-14;*;*;*;
2381;J1840-1122;0.940962;6.41e-15;*;*;*;
2382;J1840-1207;0.754470;3.20e-15;*;*;*;
2383;J1840-1419;6.597563;6.35e-15;*;*;RRAT;
2384;J1841+0130;0.029773;8.17e-18;ELL1;*;*;
2385;B1839+09;0.381319;1.09e-15;*;*;*;
2386;J1841-0157;0.663321;1.81e-14;*;*;*;
2387;J1841-0310;1.657656;3.35e-16;*;*;*;
2388;J1841-0345;0.204068;5.79e-14;*;*;*;
2389;J1841-04;*;*;*;*;RRAT[ttm18];
2390;B1838-04;0.186149;6.39e-15;*;*;*;
2391;J1841-0456;11.788978;4.09e-11;*;SNR:Kes73,XRS:1E_1841-045;AXP,NRAD;
2392;J1841-0500;0.912916;3.48e-14;*;*;*;
2393;J1841-0524;0.445810;2.33e-13;*;GRS:[sbc+19];HE[sbc+19];
2394;J1841-1404;1.334557;6.41e-16;*;*;*;
2395;J1841-7845;0.353603;1.60e-16;*;*;*;
2396;J1842+0114g;4.140000;*;*;*;RRAT[zhx+23];
2397;J1842+0257;3.088256;2.96e-14;*;*;*;
2398;J1842+0358;0.233326;8.11e-16;*;*;*;
2399;J1842+0638;0.313016;7.60e-17;*;*;*;
2400;J1842+1332;0.471604;2.29e-16;*;*;*;
2401;J1842-0153;1.054228;6.72e-15;*;*;*;
2402;J1842-0309;0.404920;4.52e-15;*;*;*;
2403;B1839-04;1.839945;5.08e-16;*;*;*;
2404;J1842-0415;0.526682;2.19e-14;*;*;*;
2405;J1842-0612;0.564475;2.20e-17;*;*;*;
2406;J1842-0800;1.255469;1.94e-16;*;*;*;
2407;J1842-0905;0.344646;1.05e-14;*;*;*;
2408;J1842-27;0.815269;*;*;*;*;
2409;J1842-39;0.374000;*;*;*;*;
2410;J1843+0119;1.266998;3.76e-15;*;*;*;
2411;J1843+2024;3.406539;1.04e-15;*;*;*;
2412;J1843-0000;0.880334;7.77e-15;*;*;*;
2413;J1843-0050;0.782598;2.49e-16;*;*;*;
2414;J1843-0051g;0.580000;*;*;*;RRAT[zhx+23];
2415;J1843-0137;0.669872;2.47e-15;*;*;*;
2416;J1843-0211;2.027524;1.44e-14;*;*;*;
2417;J1843-0355;0.132314;1.04e-15;*;*;*;
2418;J1843-0408;0.781934;2.39e-15;*;*;*;
2419;J1843-0459;0.754963;8.54e-16;*;*;*;
2420;J1843-0510;0.671614;3.89e-15;*;*;*;
2421;J1843-0702;0.191615;2.14e-15;*;*;*;
2422;J1843-0744;0.475393;1.33e-14;*;*;*;
2423;J1843-0757;2.031940;4.13e-15;*;*;RRAT(?)[bbc+22];
2424;J1843-08;2.031962;*;*;*;*;
2425;J1843-0806;0.536414;1.74e-14;*;*;*;
2426;J1843-1113;0.001846;9.55e-21;*;GRS:4FGL_J1843.7-1114[aab+22];HE;
2427;J1843-1448;0.005471;6.21e-21;*;*;*;
2428;J1843-1507;0.583550;7.20e-15;*;*;*;
2429;J1843-40;0.324187;*;*;*;*;
2430;J1844+00;0.460503;*;*;*;*;
2431;J1844+0028g;0.003570;*;*;*;*;
2432;J1844+0115;0.004186;1.07e-20;ELL1;*;*;
2433;B1842+14;0.375463;1.87e-15;*;*;*;
2434;J1844+21;0.595900;*;*;*;*;
2435;J1844+41;0.915700;*;*;*;*;
2436;J1844-0030;0.641098;6.08e-15;*;*;*;
2437;B1842-02;0.507722;1.67e-14;*;*;*;
2438;J1844-0256;0.272963;*;*;*;*;
2439;J1844-03;6.971300;*;*;XRS:AX_J1845-0258,XRS:CXOU_J184454.6-025;NRAD,AXP(?);
2440;J1844-0302;1.198630;7.81e-15;*;*;*;
2441;J1844-0310;0.525049;1.02e-14;*;*;*;
2442;J1844-0346;0.112855;1.55e-13;*;GRS:4FGL_J1844.4-0345[aab+22],XRS:1SXPS_;NRAD[aab+22];
2443;B1841-04;0.991027;3.91e-15;*;*;*;
2444;J1844-0452;0.269443;6.80e-16;*;*;*;
2445;J1844-0502;0.335163;6.18e-17;*;*;*;
2446;B1841-05;0.255704;9.71e-15;*;*;*;
2447;J1845+0326g;0.968000;*;*;*;RRAT[zhx+23];
2448;J1845+0417g;1.697000;*;*;*;RRAT[zhx+23];
2449;J1845+0623;1.421654;5.46e-16;*;*;*;
2450;J1845+21;3.755600;*;*;*;*;
2451;J1845-0008g;1.268000;*;*;*;RRAT[zhx+23];
2452;J1845-0028g;0.084500;*;*;*;*;
2453;J1845-0316;0.207636;8.86e-15;*;*;*;
2454;B1842-04;0.486751;1.13e-14;*;*;*;
2455;J1845-0545;1.092348;1.34e-14;*;*;*;
2456;J1845-0635;0.340528;4.49e-15;*;*;*;
2457;J1845-0743;0.104695;3.67e-16;*;*;*;
2458;J1845-0826;0.634354;9.35e-15;*;*;*;
2459;J1845-1114;0.206220;2.01e-15;*;*;*;
2460;J1845-1351;2.618918;9.72e-15;*;*;*;
2461;J1846+0051;0.434373;1.12e-14;*;*;*;
2462;J1846+0919;0.225552;9.93e-15;*;GRS:4FGL_J1846.3+0919[aab+22];NRAD;
2463;J1846-0257;4.476723;1.61e-13;*;*;RRAT[mlk+09];
2464;J1846-0258;0.326571;7.11e-12;*;SNR:Kes75,XRS:[hcg03],PWN:[hcg03],GRS:[k;NRAD[kd16];
2465;J1846-0749;0.350110;1.26e-15;*;*;*;
2466;J1846-07492;0.861380;5.19e-15;*;*;*;
2467;J1846-4249;2.273000;*;*;*;*;
2468;J1846-7403;4.878839;6.06e-15;*;*;*;
2469;J1847+01;0.003463;*;*;*;*;
2470;J1847+0110g;0.006530;*;*;*;*;
2471;J1847+0133g;2.846910;*;*;*;*;
2472;J1847+0614g;1.663020;*;*;*;*;
2473;J1847-0046g;*;*;*;*;RRAT[zhx+23];
2474;J1847-0130;6.707046;1.27e-12;*;*;*;
2475;B1844-04;0.597809;5.17e-14;*;*;*;
2476;J1847-0427;0.259247;5.90e-18;*;*;*;
2477;J1847-0438;0.957991;1.09e-14;*;*;*;
2478;J1847-0443;0.340832;2.83e-17;*;*;*;
2479;J1847-0605;0.778164;4.65e-15;*;*;*;
2480;J1848+0127g;0.534020;*;*;*;*;
2481;J1848+0150g;3.290150;*;*;*;*;
2482;J1848+0351;0.191443;6.73e-17;*;*;*;
2483;J1848+0604;2.218603;3.74e-15;*;*;*;
2484;J1848+0647;0.505957;8.75e-15;*;*;*;
2485;J1848+0826;0.328665;2.72e-16;*;*;*;
2486;J1848+12;0.754730;*;*;*;*;
2487;J1848+1516;2.233770;1.68e-15;*;*;*;
2488;J1848-0023;0.537624;1.61e-15;*;*;*;
2489;J1848-0055;0.274557;1.35e-15;*;*;*;
2490;B1845-01;0.659432;5.25e-15;*;*;*;
2491;J1848-0511;1.637129;8.86e-15;*;*;*;
2492;J1848-0601;0.225004;2.87e-16;*;*;*;
2493;J1848-1150;1.312218;1.43e-15;*;*;*;
2494;J1848-1243;0.414383;4.41e-16;*;*;RRAT;
2495;J1848-1414;0.297770;1.41e-17;*;*;*;
2496;B1845-19;4.308190;2.33e-14;*;*;*;
2497;J1849+0001g;0.525600;*;*;*;*;
2498;J1849+0009g;1.318550;*;*;*;*;
2499;J1849+0016g;0.001810;*;*;*;*;
2500;J1849+0037g;0.396490;*;*;*;*;
2501;J1849+0106;1.832259;1.70e-14;*;*;*;
2502;J1849+0127;0.542155;2.80e-14;*;*;*;
2503;J1849+0225g;1.474520;*;*;*;*;
2504;J1849+0339g;1.666720;*;*;*;*;
2505;J1849+0409;0.761194;2.16e-14;*;*;*;
2506;J1849+0430;0.421126;1.14e-16;*;*;*;
2507;J1849+0619g;2.011000;*;*;*;RRAT[zhx+23];
2508;J1849+2423;0.275641;1.53e-16;*;*;*;
2509;J1849+2559;0.519263;1.80e-16;*;*;*;
2510;J1849-0001;0.038523;1.42e-14;*;XRS:XMMU_J184901.6-000117,GRS:IGR_18490-;NRAD;
2511;J1849-0014g;0.491710;*;*;*;*;
2512;J1849-0019g;0.911370;*;*;*;*;
2513;J1849-0040;0.672481;1.11e-14;*;*;*;
2514;J1849-0317;0.668408;2.20e-14;*;*;*;
2515;J1849-0614;0.953384;5.39e-14;*;*;*;
2516;B1846-06;1.451319;4.62e-14;*;*;*;
2517;J1850+0011g;0.167540;*;*;*;*;
2518;J1850+0026;1.081844;3.59e-16;*;*;*;
2519;J1850+0124;0.003560;1.09e-20;ELL1;*;*;
2520;J1850+0242;0.004480;1.63e-19;ELL1;*;*;
2521;J1850+0423;0.290716;9.14e-17;*;*;*;
2522;B1848+13;0.345582;1.49e-15;*;*;*;
2523;J1850+15;1.383965;*;*;*;RRAT;
2524;J1850-0002g;0.893360;*;*;*;*;
2525;J1850-0004g;*;*;*;*;RRAT[zhx+23];
2526;J1850-0006;2.191498;4.32e-15;*;SNR:G32.45+0.1(?);*;
2527;J1850-0020g;1.574590;*;*;*;*;
2528;J1850-0026;0.166634;3.91e-14;*;*;*;
2529;J1850-0031;0.734185;1.26e-15;*;*;*;
2530;J1851+00;0.022847;*;*;*;*;
2531;J1851+0051g;4.027000;*;*;*;RRAT[zhx+23];
2532;J1851+0056g;0.291100;*;*;*;*;
2533;J1851+0118;0.906977;1.37e-13;*;*;*;
2534;J1851+0233;0.344018;2.18e-15;*;*;*;
2535;J1851+0241;4.491318;2.26e-14;*;*;*;
2536;B1848+04;0.284697;1.09e-15;*;*;*;
2537;J1851+10;0.867862;*;*;*;*;
2538;B1848+12;1.205303;1.15e-14;*;*;*;
2539;J1851-0029;0.518721;4.74e-15;*;*;*;
2540;J1851-0053;1.409065;8.74e-16;*;*;*;
2541;J1851-0114;0.953182;2.48e-15;*;*;*;
2542;J1851-0241;0.435194;7.96e-15;*;*;*;
2543;J1851-0633;1.920302;2.40e-15;*;*;*;
2544;J1852+0008;0.467894;5.68e-15;*;*;*;
2545;J1852+0013;0.957751;1.40e-14;*;*;*;
2546;J1852+0018g;0.318760;*;*;*;*;
2547;B1849+00;2.180195;9.70e-14;*;*;*;
2548;J1852+0033;11.558713;0.00e+00;*;XRS:3XMM_J185246.6+003317;AXP,NRAD;
2549;J1852+0040;0.104913;8.68e-18;*;SNR:G33.6+0.1(Kes79),XRS:CXOU_J185238.6+;NRAD;
2550;J1852+0056g;1.177790;*;*;*;*;
2551;J1852+0158g;0.185730;*;*;*;*;
2552;J1852+0305;1.326149;1.02e-16;*;*;*;
2553;J1852+0309g;0.005580;*;*;*;*;
2554;J1852+0857g;3.772140;*;*;*;*;
2555;J1852-0000;1.920666;2.52e-13;*;*;*;
2556;J1852-0002g;0.245100;*;*;*;*;
2557;J1852-0024g;0.355450;*;*;*;*;
2558;J1852-0033g;1.369030;*;*;*;*;
2559;J1852-0039g;0.802910;*;*;*;*;
2560;J1852-0044g;0.002410;*;*;*;*;
2561;J1852-0055g;0.164030;*;*;*;*;
2562;J1852-0118;0.451473;1.76e-15;*;*;*;
2563;J1852-0127;0.428979;5.15e-15;*;*;*;
2564;J1852-0635;0.524157;1.46e-14;*;*;*;
2565;J1852-0947;3.019694;9.83e-15;*;*;*;
2566;J1852-1310;0.004315;1.02e-20;*;GRS:4FGL_J1852.2-1309[aab+22];HE[saa+23];
2567;J1852-2610;0.336337;8.77e-17;*;*;*;
2568;J1853+0009;0.033395;*;*;*;*;
2569;J1853+0011;0.397889;3.35e-14;*;*;*;
2570;J1853+0013g;0.928530;*;*;*;*;
2571;J1853+0023g;0.576860;*;*;*;*;
2572;J1853+0029;1.876758;2.43e-15;*;*;*;
2573;J1853+0056;0.275578;2.14e-14;*;*;*;
2574;J1853+0209g;*;*;*;*;RRAT[zhx+23];
2575;J1853+0237g;0.427390;*;*;*;*;
2576;J1853+0259;0.585553;1.12e-16;*;*;*;
2577;J1853+0312g;0.438090;*;*;*;*;
2578;J1853+0353g;*;*;*;*;RRAT[zhx+23];
2579;J1853+0427;1.320659;2.65e-15;*;*;*;
2580;J1853+0505;0.905137;1.28e-15;*;*;*;
2581;J1853+0545;0.126400;6.12e-16;*;*;*;
2582;J1853+0853;3.914658;5.13e-15;*;*;*;
2583;J1853+1303;0.004092;8.72e-21;ELL1H;*;*;
2584;J1853-0003g;0.171520;*;*;*;*;
