#;NAME;P0;P1;BINARY;ASSOC;PSR;
;;(s);;(type);;TYPE;
1780;J1824-1350;1.396599;6.07e-16;*;*;*;
1781;J1824-1423;0.359394;3.92e-16;*;*;*;
1782;J1824-1500;0.412230;7.58e-16;*;*;*;
1783;B1821-19;0.189335;5.23e-15;*;*;*;
1784;J1824-2233;1.161743;3.01e-16;*;*;*;
1785;J1824-2328;1.505875;1.74e-15;*;*;*;
1786;B1821-24A;0.003054;1.62e-18;*;GC:M28(NGC6626),XRS:[bsp+03];HE[skk+97,bvs+11];
1787;J1824-2452B;0.006547;*;*;GC:M28(NGC6626);*;
1788;J1824-2452C;0.004159;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
1789;J1824-2452D;0.079832;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
1790;J1824-2452E;0.005420;*;*;GC:M28(NGC6626),XRS:(?)[bvs+11];*;
1791;J1824-2452F;0.002451;*;*;GC:M28(NGC6626),XRS:[bvs+11];*;
1792;J1824-2452G;0.005909;*;BT;GC:M28(NGC6626),XRS:(?)[bvs+11];*;
1793;J1824-2452H;0.004629;*;BT;GC:M28(NGC6626),OPT:COM-M28H[pdf+10],XRS;*;
1794;J1824-2452I;0.003932;0.00e+00;BT;GC:M28(NGC6626),XRS:IGR_J18245-2452[pfb+;HE;
1795;J1824-2452J;0.004039;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
1796;J1824-2452K;0.004461;*;BT;GC:M28(NGC6626),XRS:[bvs+11];*;
1797;J1824-2452L;0.004100;*;BT;GC:M28(NGC6626);*;
1798;J1824-2537;0.223320;4.40e-16;*;*;*;
1799;B1822+00;0.778949;8.76e-16;*;*;*;
1800;J1825-0319;0.004554;6.80e-21;BT;*;*;
1801;B1822-09;0.769006;5.25e-14;*;XRS:[pb15];*;
1802;J1825-1108;1.925872;1.90e-15;*;*;*;
1803;B1822-14;0.279187;2.27e-14;*;*;*;
1804;J1825-31;2.382000;*;*;*;*;
1805;J1825-33;1.271200;*;*;*;RRAT;
1806;B1823-11;2.093136;4.91e-15;*;*;*;
1807;J1826-1256;0.110224;1.21e-13;*;GRS:2FGL_J1826.1-1256[naa+12],XRS:AXJ182;NRAD;
1808;B1823-13;0.101487;7.53e-14;*;GRS:J1825-137[aab+06],XRS:PWN:G18.0-0.7[;HE;
1809;J1826-1419;0.770620;8.78e-15;*;*;RRAT;
1810;J1826-1526;0.382073;1.08e-15;*;*;*;
1811;J1827-0750;0.270502;1.54e-15;*;*;*;
1812;J1827-0934;0.512548;7.23e-15;*;*;*;
1813;B1824-10;0.245757;1.00e-15;*;*;*;
1814;J1827-1446;0.499187;4.53e-14;*;GRS:3FGL_J1827.3-1446[aaa+15];NRAD;
1815;J1828-0611;0.269415;1.46e-15;*;*;*;
1816;J1828+0625;0.003630;*;BT;GRS:2FGL_J1830.1+0617[naa+12];HE;
1817;J1828-1007;0.153197;6.13e-16;*;*;*;
1818;J1828-1057;0.246328;2.07e-14;*;*;*;
1819;J1828-1101;0.072052;1.48e-14;*;*;HE[lsg+15];
1820;J1828-1336;0.860332;9.95e-16;*;*;*;
1821;J1828+1359;0.741640;7.29e-16;*;*;*;
1822;J1828-2119;0.514523;1.27e-15;*;*;*;
1823;J1829+0000;0.199147;5.25e-16;*;*;*;
1824;J1829-0734;0.318401;4.79e-15;*;*;*;
1825;J1829-1011;0.829166;-5.00e-18;*;*;*;
1826;B1826-17;0.307133;5.55e-15;*;*;*;
1827;J1829+2456;0.041010;5.25e-20;BT;*;*;
1828;J1830-0052;0.345698;2.37e-16;*;*;*;
1829;J1830-0131;0.152512;2.11e-15;*;*;*;
1830;J1830-10;0.245260;*;*;*;*;
1831;B1828-11;0.405043;6.00e-14;*;*;*;
1832;J1830-1135;6.221553;4.77e-14;*;*;*;
1833;J1830-1313;0.747188;1.71e-15;*;*;*;
1834;J1830-1414;0.771493;7.62e-17;*;*;*;
1835;J1831-0823;0.612133;3.09e-16;*;*;*;
1836;J1831-0952;0.067267;8.32e-15;*;*;HE[lsg+15];
1837;J1831-1223;2.857941;5.47e-15;*;*;*;
1838;J1831-1329;2.165679;2.99e-15;*;*;*;
1839;J1831-1423;0.507945;1.09e-15;*;*;*;
1840;J1832+0029;0.533917;1.51e-15;*;*;*;
1841;J1832-0644;0.744295;3.71e-14;*;*;*;
1842;B1829-08;0.647293;6.39e-14;*;*;*;
1843;J1832-0836;0.002719;8.27e-21;*;XRS:[pb15];*;
1844;B1829-10;0.330354;4.20e-15;*;*;*;
1845;J1832-28;0.199300;*;*;*;*;
1846;J1833-0209;0.291931;2.75e-15;*;*;*;
1847;B1831-03;0.686704;4.16e-14;*;*;*;
1848;J1833-0556;1.521545;1.28e-15;*;*;*;
1849;J1833-0559;0.483459;1.23e-14;*;*;*;
1850;B1830-08;0.085284;9.17e-15;*;XRS:PWN[eit+11];*;
1851;J1833-0831;7.565408;3.43e-12;*;XRS:SGR_1833-0832;AXP,NRAD;
1852;J1833-1034;0.061884;2.02e-13;*;SNR:G21.5-0.9[gmga05],GRS:2FGL_J1833.6-1;HE;
1853;J1833-1055;0.633640;5.27e-16;*;*;*;
1854;B1828-60;1.889436;2.70e-16;*;*;*;
1855;B1831-00;0.520954;1.05e-17;ELL1;*;*;
1856;J1834-0031;0.329532;4.49e-16;*;*;*;
1857;B1831-04;0.290108;7.19e-17;*;*;*;
1858;J1834-0602;0.487914;1.83e-15;*;*;*;
1859;J1834-0633;0.317315;6.04e-16;*;*;*;
1860;J1834-0731;0.512980;5.82e-14;*;*;*;
1861;J1834-0742;0.788354;3.25e-14;*;*;*;
1862;J1834-0812;0.491142;9.96e-15;*;*;*;
1863;J1834-0845;2.482302;7.96e-12;*;XRS:CXOU_J183452.1-084556,SNR:W41(?),HES;AXP,NRAD;
1864;J1834-09;0.512327;*;*;*;*;
1865;J1834+10;1.172719;*;*;*;*;
1866;J1834-1202;0.610259;6.74e-18;*;*;*;
1867;J1834-1710;0.358306;4.69e-17;*;*;*;
1868;J1834-1855;1.465656;1.93e-15;*;*;*;
1869;J1835-0114;0.005116;7.00e-21;BT;*;*;
1870;J1835-0349;0.841865;3.06e-15;*;*;*;
1871;J1835-0522;1.087749;4.73e-16;*;*;*;
1872;B1832-06;0.305830;4.05e-14;*;*;*;
1873;J1835-0924;0.859192;2.14e-14;*;*;*;
1874;J1835-09242;0.235249;1.18e-17;*;*;*;
1875;J1835-0928;0.621734;9.69e-16;*;*;*;
1876;J1835-0944;0.145347;4.39e-15;*;*;*;
1877;J1835-0946;0.379536;4.32e-17;*;*;*;
1878;J1835-1020;0.302450;5.92e-15;*;*;*;
1879;J1835-1106;0.165907;2.06e-14;*;*;*;
1880;J1835-1548;0.670486;1.74e-15;*;*;*;
1881;J1835-3259A;0.003889;*;*;GC:NGC6652;*;
1882;B1834-04;0.354237;1.66e-15;*;*;*;
1883;J1836-0517;0.457245;1.30e-15;*;*;*;
1884;B1834-10;0.562711;1.18e-14;*;*;*;
1885;J1836-11;0.496193;*;*;*;*;
1886;J1836-1324;0.178756;1.04e-15;*;*;*;
1887;J1836-2354A;0.003354;2.32e-21;BT;GC:M22(NGC6656);*;
1888;J1836-2354B;0.003232;-4.80e-22;*;GC:M22(NGC6656);*;
1889;J1836+5925;0.173264;1.50e-15;*;GRS:2FGL_J1836.2+5926[naa+12],XRS:RX_J18;XINS,NRAD;
1890;J1837-0045;0.617037;1.68e-15;*;*;*;
1891;J1837+0053;0.473513;3.77e-17;*;*;*;
1892;J1837-0559;0.201063;3.30e-15;*;*;*;
1893;J1837-0604;0.096294;4.52e-14;*;*;HE[lsg+15];
1894;B1834-06;1.905809;7.72e-16;*;*;*;
1895;J1837-08;1.099000;*;*;*;*;
1896;J1837+1221;1.963532;6.20e-15;*;*;*;
1897;J1837-1243;1.876019;3.65e-14;*;*;*;
1898;J1837-1837;0.618358;5.50e-15;*;*;*;
1899;J1838-01;0.183295;*;*;*;*;
1900;J1838-0107;0.444426;5.46e-18;*;*;*;
1901;J1838-0453;0.380831;1.16e-13;*;*;*;
1902;J1838-0537;0.145708;4.72e-13;*;GRS:3FGL_J1838.9-0537[aaa+15];NRAD;
1903;J1838-0549;0.235303;3.34e-14;*;*;*;
1904;J1838-0624;0.927178;7.74e-17;*;*;*;
1905;J1838-0655;0.070498;4.92e-14;*;XRS:AX_J1838.0-0655,GRS:HESS_J1837-069;NRAD;
1906;J1838-1046;1.218354;3.08e-15;*;*;*;
1907;J1838+1523;0.549161;2.03e-17;*;*;*;
1908;J1838+1650;1.901967;2.68e-15;*;*;*;
1909;J1838-1849;0.488242;4.00e-17;*;*;*;
1910;J1839-0141;0.933266;5.94e-15;*;*;RRAT;
1911;J1839-0223;1.266790;4.76e-15;*;*;*;
1912;J1839-0321;0.238778;1.25e-14;*;*;*;
1913;J1839-0332;2.675682;4.76e-15;*;*;*;
1914;J1839-0402;0.520940;7.69e-15;*;*;*;
1915;J1839-0436;0.149461;8.10e-16;*;*;*;
1916;J1839-0459;0.585319;3.31e-15;*;*;*;
1917;J1839-0627;0.484914;1.32e-16;*;*;*;
1918;J1839-0643;0.449548;3.64e-15;*;*;*;
1919;J1839-0905;0.418969;2.60e-14;*;*;*;
1920;J1839-1238;1.911428;4.95e-15;*;*;*;
1921;J1840+0214;0.797478;8.29e-15;*;*;*;
1922;J1840-04;0.422300;*;*;*;*;
1923;J1840-0559;0.859368;9.60e-15;*;*;*;
1924;J1840-0626;1.893353;2.30e-14;*;*;*;
1925;J1840-0643;0.035578;2.20e-16;BT;*;*;
1926;J1840-0753;0.437869;1.00e-16;*;*;*;
1927;J1840-0809;0.955672;2.35e-15;*;*;*;
1928;J1840-0815;1.096440;2.42e-15;*;*;*;
1929;J1840-0840;5.309377;2.37e-14;*;*;*;
1930;J1840-1122;0.940962;6.41e-15;*;*;*;
1931;J1840-1207;0.754470;3.20e-15;*;*;*;
1932;J1840-1419;6.597563;6.35e-15;*;*;RRAT;
1933;B1839+56;1.652862;1.49e-15;*;*;*;
1934;J1841+0130;0.029773;8.17e-18;ELL1;*;*;
1935;J1841-0157;0.663321;1.81e-14;*;*;*;
1936;J1841-0310;1.657656;3.35e-16;*;*;*;
1937;J1841-0345;0.204068;5.79e-14;*;*;*;
1938;B1838-04;0.186149;6.39e-15;*;*;*;
1939;J1841-0456;11.788978;4.09e-11;*;SNR:Kes73,XRS:1E_1841-045;AXP,NRAD;
1940;J1841-0500;0.912914;3.48e-14;*;*;*;
1941;J1841-0524;0.445749;2.34e-13;*;*;*;
1942;B1839+09;0.381319;1.09e-15;*;*;*;
1943;J1841-1404;1.334557;6.41e-16;*;*;*;
1944;J1841-7845;0.353603;1.60e-16;*;*;*;
1945;J1842-0153;1.054228;6.72e-15;*;*;*;
1946;J1842+0257;3.088256;2.96e-14;*;*;*;
1947;J1842-0309;0.404920;4.52e-15;*;*;*;
1948;J1842+0358;0.233326;8.11e-16;*;*;*;
1949;B1839-04;1.839944;5.09e-16;*;*;*;
1950;J1842-0415;0.526682;2.19e-14;*;*;*;
1951;J1842-0612;0.564475;2.20e-17;*;*;*;
1952;J1842+0638;0.313016;7.60e-17;*;*;*;
1953;J1842-0800;1.255469;1.94e-16;*;*;*;
1954;J1842-0905;0.344643;1.05e-14;*;*;*;
1955;J1842+1332;0.471604;2.29e-16;*;*;*;
1956;J1842-27;0.815269;*;*;*;*;
1957;J1843-0000;0.880330;7.79e-15;*;*;*;
1958;J1843-0050;0.782598;2.49e-16;*;*;*;
1959;J1843+01;1.267020;*;*;*;*;
1960;J1843-0137;0.669872;2.47e-15;*;*;*;
1961;J1843-0211;2.027524;1.44e-14;*;*;*;
1962;J1843-0355;0.132314;1.04e-15;*;*;*;
1963;J1843-0408;0.781934;2.39e-15;*;*;*;
1964;J1843-0459;0.754963;8.54e-16;*;*;*;
1965;J1843-0510;0.671614;3.89e-15;*;*;*;
1966;J1843-0702;0.191614;2.14e-15;*;*;*;
1967;J1843-0744;0.475393;1.33e-14;*;*;*;
1968;J1843-0806;0.536414;1.74e-14;*;*;*;
1969;J1843-1113;0.001846;9.55e-21;*;GRS:[hsg+14];HE;
1970;J1843-1448;0.005471;6.21e-21;*;*;*;
1971;J1843-1507;0.583550;7.20e-15;*;*;*;
1972;J1843+2024;3.406539;1.04e-15;*;*;*;
1973;J1843-40;0.324187;*;*;*;*;
1974;J1844+00;0.460503;*;*;*;*;
1975;J1844-0030;0.641098;6.08e-15;*;*;*;
1976;J1844+0115;0.004186;1.07e-20;ELL1;*;*;
1977;B1842-02;0.507722;1.67e-14;*;*;*;
1978;J1844-0256;0.272963;*;*;*;*;
1979;J1844-03;6.971270;*;*;XRS:AX_J1845-0258,CXOU_J184454.6-025653(;NRAD,AXP(?);
1980;J1844-0302;1.198630;7.81e-15;*;*;*;
1981;J1844-0310;0.525049;1.02e-14;*;*;*;
1982;J1844-0346;0.112855;1.55e-13;*;GRS:3FGL_J1844.3-0344[aaa+15],XRS:1SXPS_;NRAD;
1983;B1841-04;0.991027;3.91e-15;*;*;*;
1984;J1844-0452;0.269443;6.80e-16;*;*;*;
1985;J1844-0502;0.335163;6.18e-17;*;*;*;
1986;B1841-05;0.255699;9.71e-15;*;*;*;
1987;B1842+14;0.375463;1.87e-15;*;*;*;
1988;J1845-0316;0.207636;8.86e-15;*;*;*;
1989;B1842-04;0.486751;1.13e-14;*;*;*;
1990;J1845-0545;1.092348;1.34e-14;*;*;*;
1991;J1845+0623;1.421654;5.46e-16;*;*;*;
1992;J1845-0635;0.340528;4.49e-15;*;*;*;
1993;J1845-0743;0.104695;3.67e-16;*;*;*;
1994;J1845-0826;0.634354;9.35e-15;*;*;*;
1995;J1845-1114;0.206220;2.01e-15;*;*;*;
1996;J1845-1351;2.618918;9.72e-15;*;*;*;
1997;J1846+0051;0.434373;1.12e-14;*;*;*;
1998;J1846-0257;4.476723;1.61e-13;*;*;RRAT;
1999;J1846-0258;0.326571;7.11e-12;*;SNR:Kes75,XRS:PWN:[hcg03],GRS:[kd16];NRAD;
2000;J1846-0749;0.350110;1.26e-15;*;*;*;
2001;J1846-07492;0.861380;5.19e-15;*;*;*;
2002;J1846+0919;0.225551;9.93e-15;*;GRS:2FGL_J1846.4+0920[naa+12];NRAD;
2003;J1846-4249;2.273000;*;*;*;*;
2004;J1846-7403;4.878839;6.06e-15;*;*;*;
2005;J1847-0130;6.707046;1.27e-12;*;*;*;
2006;B1844-04;0.597792;5.17e-14;*;*;*;
2007;J1847-0427;0.259247;5.90e-18;*;*;*;
2008;J1847-0438;0.957991;1.09e-14;*;*;*;
2009;J1847-0443;0.340832;2.83e-17;*;*;*;
2010;J1847-0605;0.778164;4.65e-15;*;*;*;
2011;J1848-0023;0.537624;1.61e-15;*;*;*;
2012;J1848-0055;0.274557;1.35e-15;*;*;*;
2013;B1845-01;0.659432;5.25e-15;*;*;*;
2014;J1848+0351;0.191443;6.73e-17;*;*;*;
2015;J1848-0511;1.637129;8.86e-15;*;*;*;
2016;J1848-0601;0.225004;2.87e-16;*;*;*;
2017;J1848+0604;2.218603;3.74e-15;*;*;*;
2018;J1848+0647;0.505957;8.75e-15;*;*;*;
2019;J1848+0826;0.328665;2.72e-16;*;*;*;
2020;J1848-1150;1.312218;1.43e-15;*;*;*;
2021;J1848+12;0.754730;*;*;*;*;
2022;J1848-1243;0.414383;4.41e-16;*;*;RRAT;
2023;J1848-1414;0.297770;1.41e-17;*;*;*;
2024;B1845-19;4.308190;2.33e-14;*;*;*;
2025;J1849-0001;0.038519;1.42e-14;*;XRS:XMMU_J184901.6-000117,GRS:IGR_18490-;NRAD;
2026;J1849-0040;0.672481;1.11e-14;*;*;*;
2027;J1849+0127;0.542155;2.80e-14;*;*;*;
2028;J1849-0317;0.668408;2.20e-14;*;*;*;
2029;J1849+0409;0.761194;2.16e-14;*;*;*;
2030;J1849-0614;0.953384;5.39e-14;*;*;*;
2031;B1846-06;1.451319;4.62e-14;*;*;*;
2032;J1849+2423;0.275641;1.53e-16;*;*;*;
2033;J1850-0006;2.191498;4.32e-15;*;SNR:G32.45+0.1(?);*;
2034;J1850-0026;0.166634;3.91e-14;*;*;*;
2035;J1850+0026;1.081844;3.59e-16;*;*;*;
2036;J1850-0031;0.734185;1.26e-15;*;*;*;
2037;J1850+0124;0.003560;1.09e-20;ELL1;*;*;
2038;J1850+0242;0.004480;1.63e-19;ELL1;*;*;
2039;J1850+0423;0.290716;9.14e-17;*;*;*;
2040;B1848+13;0.345582;1.49e-15;*;*;*;
2041;J1850+15;1.383965;*;*;*;RRAT;
2042;J1851-0029;0.518721;4.74e-15;*;*;*;
2043;J1851-0053;1.409065;8.74e-16;*;*;*;
2044;J1851-0114;0.953182;2.48e-15;*;*;*;
2045;J1851+0118;0.906977;1.37e-13;*;*;*;
2046;J1851+0233;0.344018;2.18e-15;*;*;*;
2047;J1851-0241;0.435194;7.96e-15;*;*;*;
2048;B1848+04;0.284697;1.09e-15;*;*;*;
2049;B1848+12;1.205303;1.15e-14;*;*;*;
2050;J1852+0008;0.467894;5.68e-15;*;*;*;
2051;J1852+0013;0.957751;1.40e-14;*;*;*;
2052;B1849+00;2.180195;9.70e-14;*;*;*;
2053;J1852+0033;11.558713;0.00e+00;*;XRS:3XMM_J185246.6+003317;AXP,NRAD;
2054;J1852+0040;0.104913;8.68e-18;*;SNR:G33.6+0.1(Kes79),XRS:CXOU_J185238.6+;NRAD;
2055;J1852-0118;0.451473;1.76e-15;*;*;*;
2056;J1852-0127;0.428979;5.15e-15;*;*;*;
2057;J1852+0305;1.326149;1.02e-16;*;*;*;
2058;J1852-0635;0.524151;1.46e-14;*;*;*;
2059;J1852-2610;0.336337;8.77e-17;*;*;*;
2060;J1853-0004;0.101436;5.57e-15;*;*;*;
2061;J1853+0011;0.397882;3.35e-14;*;*;*;
2062;J1853+0056;0.275578;2.14e-14;*;*;*;
2063;J1853+03;0.585530;*;*;*;*;
2064;J1853+04;1.320650;*;*;*;*;
2065;J1853+0505;0.905137;1.28e-15;*;*;*;
2066;J1853+0545;0.126400;6.12e-16;*;*;*;
2067;J1853-0649;1.048132;1.55e-15;*;*;*;
2068;J1853+0853;3.914658;5.13e-15;*;*;*;
2069;J1853+1303;0.004092;8.72e-21;ELL1H;*;*;
2070;J1854+00;0.767330;*;*;*;*;
2071;J1854+0306;4.557820;1.45e-13;*;*;RRAT;
2072;J1854+0317;1.366450;1.85e-15;*;*;*;
2073;J1854+0319;0.628541;5.51e-17;*;*;*;
2074;B1852+10;0.573197;6.39e-16;*;*;*;
2075;B1851-14;1.146595;4.16e-15;*;*;*;
2076;J1854-1557;3.453121;4.52e-15;*;*;RRAT;
2077;J1855+0205;0.246817;6.47e-17;*;*;*;
2078;J1855+0306;1.633565;6.97e-15;*;*;*;
2079;J1855+0307;0.845348;1.81e-14;*;*;*;
2080;J1855+0422;1.678106;9.29e-16;*;*;*;
2081;J1855+0527;1.393484;2.67e-13;*;*;*;
2082;J1855+0700;0.258685;7.52e-16;*;*;*;
2083;J1855-0941;0.345401;2.40e-16;*;*;*;
2084;J1855-1436;0.003594;1.09e-20;DD;GRS:3FGL_J1856.1-1217[san16];HE;
2085;J1856+0102;0.620217;1.22e-15;*;*;*;
2086;B1853+01;0.267440;2.08e-13;*;SNR:W44,XRS:PWN[pks02];HE[lsg+15];
2087;J1856+0245;0.080907;6.21e-14;*;GRS:HESS_J1857+026,XRS:AX_J185651+0245;*;
2088;J1856+0404;0.420252;3.71e-17;*;*;*;
2089;J1856-0526;0.370483;1.70e-15;*;*;*;
2090;J1856+09;2.170710;*;*;*;*;
2091;J1856-3754;7.055203;2.98e-14;*;XRS:RX_J1856.5-3754,OPT:[kkvh11];XINS,NRAD;
2092;B1854+00;0.356929;5.46e-17;*;*;*;
2093;J1857+0143;0.139760;3.12e-14;*;*;HE[lsg+15];
2094;J1857+0210;0.630983;1.40e-14;*;*;*;
2095;B1855+02;0.415823;4.03e-14;*;*;*;
2096;J1857+0300;0.772678;2.65e-15;*;*;*;
2097;J1857+0526;0.349951;6.93e-15;*;*;*;
2098;J1857+0809;0.502924;4.74e-15;*;*;*;
2099;B1855+09;0.005362;1.78e-20;ELL1;*;*;
2100;J1857-1027;3.687219;1.05e-14;*;*;*;
2101;J1858+02;0.197650;*;*;*;*;
2102;J1858+0215;0.745828;4.61e-15;*;*;*;
2103;J1858+0241;4.693233;2.43e-14;*;*;*;
2104;J1858+0319;0.867444;1.03e-16;*;*;*;
2105;J1858+0346;0.256844;2.04e-15;*;*;*;
2106;J1858-0736;0.551059;5.06e-15;*;*;*;
2107;J1858-2216;0.002384;3.80e-21;ELL1;GRS:3FGL_J1855.1-2243[san16];HE;
2108;J1859+00;0.559634;*;*;*;*;
2109;J1859+0601;1.044313;2.55e-14;*;*;*;
2110;J1859+0603;0.508561;1.59e-15;*;*;*;
2111;J1859+07;*;*;*;*;RRAT[pab+18];
2112;J1859+1526;0.933972;3.93e-15;*;*;*;
2113;J1859+7654;1.393729;5.05e-17;*;*;*;
2114;J1900-0051;0.385194;1.42e-16;*;*;*;
2115;J1900+0227;0.374262;5.71e-15;*;*;*;
2116;J1900+0308;0.004909;5.90e-21;ELL1;*;*;
2117;J1900+0438;0.312314;3.23e-15;*;*;*;
2118;J1900+0634;0.389869;5.13e-15;*;*;*;
2119;J1900-09;1.424000;*;*;*;*;
2120;B1857-26;0.612209;2.05e-16;*;*;*;
2121;J1900+30;0.602227;*;*;*;*;
2122;B1851-79;1.279193;1.86e-15;*;*;*;
2123;J1901+00;0.777662;*;*;*;*;
2124;J1901+0124;0.318817;3.24e-15;*;*;*;
2125;B1859+01;0.288219;2.36e-15;*;*;*;
2126;J1901+0234;0.885240;2.30e-14;*;*;*;
2127;J1901+0254;1.299693;4.56e-16;*;*;*;
2128;J1901+0300;0.007797;4.57e-20;ELL1;*;*;
2129;J1901-0312;0.355725;2.29e-15;*;*;*;
2130;J1901-0315;0.801693;2.57e-15;*;*;*;
2131;J1901+0320;0.636584;5.23e-16;*;*;*;
2132;B1859+03;0.655450;7.46e-15;*;*;*;
2133;J1901+0355;0.554756;1.27e-14;*;*;*;
2134;J1901+0413;2.663080;1.32e-13;*;*;*;
2135;J1901+0435;0.690576;8.67e-15;*;*;*;
2136;J1901+0459;0.877044;1.57e-14;*;*;*;
2137;J1901+0510;0.614757;3.11e-14;*;*;*;
2138;J1901+0511;4.600369;2.53e-14;*;*;*;
2139;J1901+0621;0.832002;1.80e-17;*;*;*;
2140;B1859+07;0.643999;2.29e-15;*;*;*;
2141;J1901-0906;1.781928;1.64e-15;*;*;*;
2142;J1901+11;0.409140;*;*;*;*;
2143;J1901+1306;1.830857;1.31e-16;*;*;*;
2144;J1901-1740;1.956858;8.23e-16;*;*;*;
2145;J1902+02;0.415320;*;*;*;*;
2146;J1902+0248;1.223777;2.41e-15;*;*;*;
2147;J1902-0340;1.524672;2.00e-15;*;*;*;
2148;B1900+05;0.746577;1.29e-14;*;*;*;
2149;B1900+06;0.673503;7.71e-15;*;*;*;
2150;J1902+0723;0.487813;2.10e-16;*;*;*;
2151;J1902-10;0.786800;*;*;*;*;
2152;J1902-5105;0.001742;9.20e-21;ELL1;GRS:3FGL_J1902.0-5107[aaa+15];HE;
2153;J1902-70;0.003600;*;*;GRS:2FGL_J1902.7-7053;HE;
2154;B1900+01;0.729306;4.03e-15;*;*;*;
2155;J1903-0258;0.301459;6.79e-16;*;*;*;
2156;J1903+0327;0.002150;1.88e-20;DD;OPT:[fbw+11];*;
2157;J1903+0415;1.151390;*;*;*;*;
2158;J1903+0601;0.374117;1.92e-14;*;*;*;
2159;B1900-06;0.431887;3.40e-15;*;*;*;
2160;J1903+0654;0.791232;1.06e-14;*;*;*;
2161;J1903-0848;0.887325;1.33e-15;*;*;*;
2162;J1903+0925;0.357155;3.69e-14;*;*;*;
2163;J1903+2225;0.651185;4.45e-16;*;*;*;
2164;J1903-7051;0.003598;1.04e-20;ELL1;GRS:3FGL_J1903.6-7052[aaa+15];HE[ckr+15];
2165;J1904+0004;0.139525;1.18e-16;*;*;*;
2166;J1904-0150;0.379387;8.90e-16;*;*;*;
2167;J1904+0412;0.071095;1.10e-19;BT;*;*;
2168;J1904+0451;0.006092;5.72e-21;*;*;*;
2169;J1904+0738;0.208958;4.11e-16;*;*;*;
2170;J1904+0800;0.263345;1.73e-14;*;*;*;
2171;B1901+10;1.856570;2.76e-16;*;*;*;
2172;J1904-1224;0.750808;7.42e-16;*;*;*;
2173;J1904-16;1.541000;*;*;*;*;
2174;B1902-01;0.643181;3.05e-15;*;*;*;
2175;J1905+0154A;0.003193;*;ELL1;GC:NGC6749;*;
2176;J1905+0400;0.003784;4.91e-21;*;*;*;
2177;J1905+0414;*;*;*;*;RRAT[pab+18];
2178;J1905+0600;0.441210;1.11e-15;*;*;*;
2179;J1905+0616;0.989706;1.35e-13;*;*;*;
2180;B1903+07;0.648040;4.94e-15;*;*;*;
2181;J1905+0902;0.218253;3.50e-15;*;*;*;
2182;J1906+0055;0.002790;3.32e-21;ELL1;*;*;
2183;J1906+0414;1.043362;1.15e-14;*;*;*;
2184;J1906+0509;0.397590;5.22e-15;*;*;*;
2185;B1904+06;0.267275;2.14e-15;*;*;*;
2186;J1906+0649;1.286564;1.52e-16;*;*;*;
2187;J1906+0722;0.111524;3.59e-14;*;GRS:2FGL_J1906.5+0720[naa+12];NRAD;
2188;J1906+0725;1.536510;*;*;*;*;
2189;J1906+0746;0.144073;2.03e-14;DD;*;*;
2190;J1906+0912;0.775345;1.32e-16;*;*;*;
2191;J1906+1854;1.019093;2.05e-16;*;*;*;
2192;J1907+0249;0.351879;1.14e-15;*;*;*;
2193;J1907+0255;0.618761;2.23e-16;*;*;*;
2194;J1907+0345;0.240153;8.22e-15;*;*;*;
2195;J1907+05;0.168680;*;*;*;*;
2196;J1907+0534;1.138403;3.15e-15;*;*;*;
2197;J1907+0602;0.106633;8.68e-14;*;GRS:2FGL_J1907.9+0602[naa+12],SNR:G40.5-;HE;
2198;J1907+0631;0.323648;4.52e-13;*;SNR:G40.5-0.5[lsb+17];*;
2199;J1907+0731;0.363676;1.84e-14;*;*;*;
2200;J1907+0740;0.574698;6.71e-16;*;*;*;
2201;J1907+0859;1.527042;5.54e-15;*;*;*;
2202;J1907+0918;0.226107;9.43e-14;*;*;*;
2203;J1907+0919;5.198346;9.20e-11;*;SNR:G42.8+0.6(?),SGR_1900+14;AXP,NRAD;
2204;J1907+1149;1.420160;1.60e-13;*;*;*;
2205;B1904+12;0.827097;1.95e-15;*;*;*;
2206;J1907-1532;0.632235;3.08e-15;*;*;*;
2207;B1905+39;1.235757;5.41e-16;*;*;*;
2208;J1908+0457;0.846793;9.80e-16;*;*;*;
2209;J1908+0500;0.291021;2.59e-15;*;*;*;
2210;J1908+0734;0.212353;8.25e-16;*;*;*;
2211;J1908+0833;0.512111;1.99e-15;*;*;*;
2212;J1908+0839;0.185397;2.39e-15;*;*;*;
2213;J1908+0909;0.336555;3.49e-14;*;*;*;
2214;B1906+09;0.830270;9.80e-17;*;*;*;
2215;J1908+2351;0.377578;1.70e-17;*;*;*;
2216;B1907+00;1.016948;5.52e-15;*;*;*;
2217;B1907+02;0.989831;5.53e-15;*;*;*;
2218;J1909+0616;0.755993;2.06e-14;*;*;*;
2219;J1909+0641;0.741762;3.22e-15;*;*;RRAT;
2220;J1909+0749;0.237161;1.52e-13;*;*;*;
2221;J1909+0912;0.222949;3.58e-14;*;*;*;
2222;B1907+10;0.283641;2.64e-15;*;*;*;
2223;J1909+1148;0.448945;7.25e-17;*;*;*;
2224;J1909+1450;0.996108;2.19e-16;*;*;*;
2225;J1909+1859;0.542451;9.70e-17;*;*;*;
